"switch","direction","distance","weight","switch_activation","test_num"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.34","51.42250712250713","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.34","51.294301994302","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.32","51.05071225071226","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.32","50.94045584045585","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.31","50.70455840455841","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.3","50.30199430199431","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.29","49.830199430199436","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.28","49.16866096866098","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.27","51.61225071225072","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.26","48.4917378917379","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.26","48.20712250712251","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.25","47.81225071225072","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.24","51.61225071225072","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.24","46.76353276353277","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.23","45.91225071225072","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.22","45.02507122507124","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.21","44.414814814814825","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.2","43.848148148148155","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.2","43.61994301994303","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.19","43.335327635327644","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.18","42.90968660968662","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.17","42.319943019943025","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.16","41.53019943019944","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.15","41.47378917378918","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.14","40.817378917378925","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.13","40.855840455840465","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.13","39.05327635327636","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.11","37.97891737891739","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.11","37.49943019943021","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.1","36.858404558404565","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.09","38.97635327635329","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.08","35.319943019943025","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.07","35.20199430199431","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.07","33.437891737891746","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.06","34.92250712250713","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.05","33.314814814814824","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.04","31.919943019943027","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.03","25.917378917378926","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.02","51.61225071225072","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","0.01","18.56096866096867","0","3"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0","51.61225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.01","35.5866096866097","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.02","37.15840455840457","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.03","39.15584045584046","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.04","40.66609686609687","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.05","41.25584045584046","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.06","42.22250712250713","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.07","43.20199430199431","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.07","44.16609686609687","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.08","44.7917378917379","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.09","45.11225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.1","45.789173789173795","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.11","46.368660968660976","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.12","47.16096866096867","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.13","48.12507122507123","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.14","51.61225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.15","49.64301994301995","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.16","51.61225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.16","51.094301994302","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.17","51.8917378917379","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.18","52.47378917378918","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.19","53.296866096866104","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.2","53.58148148148149","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.21","62.11481481481482","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.22","56.17891737891739","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.23","56.850712250712256","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.24","57.08148148148149","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.25","57.53789173789175","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.26","57.73019943019944","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.27","57.90968660968662","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.27","93.62250712250713","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.28","58.389173789173796","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.29","58.52763532763534","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.3","58.3917378917379","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.31","57.93019943019944","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.32","58.64814814814816","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.33","58.363532763532774","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.33","62.11481481481482","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.34","58.95071225071226","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.35","58.94814814814816","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.36","59.08404558404559","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.37","93.62250712250713","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.38","62.11481481481482","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.39","59.268660968660974","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.4","59.15840455840457","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.4","59.0917378917379","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.41","59.18660968660969","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.42","59.325071225071234","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.43","59.350712250712256","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.43","59.358404558404565","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.44","59.4891737891738","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.45","58.83276353276354","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.46","58.768660968660974","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.47","58.66866096866098","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.48","58.70455840455841","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.49","58.819943019943025","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.5","58.81225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.51","58.83276353276354","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.51","58.75071225071226","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.52","58.71737891737892","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.53","58.51994301994303","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.54","58.40968660968662","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.55","58.83276353276354","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.56","93.62250712250713","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.57","58.340455840455846","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.58","58.22507122507123","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.59","57.778917378917384","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.6","93.62250712250713","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.6","62.11481481481482","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.62","57.54814814814816","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.62","57.51994301994303","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.63","72.61737891737893","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.64","57.437891737891746","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.65","56.9891737891738","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.66","57.10968660968662","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.67","56.945584045584056","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.68","56.74045584045585","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.69","56.60455840455841","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.7","56.309686609686615","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.71","56.05584045584047","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.72","56.11481481481482","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.72","56.07122507122508","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.73","56.18148148148149","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.74","56.20712250712251","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.75","56.05584045584047","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.76","55.889173789173796","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.77","55.378917378917386","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.78","55.10199430199431","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.79","55.22250712250713","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.8","55.07122507122508","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.81","54.809686609686615","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.82","54.94045584045585","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.83","93.62250712250713","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.84","54.758404558404564","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.85","54.73019943019944","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.86","54.56609686609688","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.86","93.62250712250713","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.88","54.07891737891739","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.88","56.863532763532774","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.89","53.60455840455841","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.9","53.248148148148154","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.91","53.27378917378918","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.92","53.15071225071226","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.93","53.01225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.94","52.878917378917386","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.95","53.21225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.95","52.63532763532764","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.96","52.64558404558405","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.97","52.38148148148149","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.98","52.18404558404559","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","0.99","51.75584045584046","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1","51.66353276353277","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.01","51.348148148148155","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.02","51.50712250712252","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.03","51.21737891737892","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.03","50.884045584045595","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.05","51.1891737891738","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.05","50.873789173789184","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.06","50.78148148148149","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.07","50.850712250712256","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.08","51.05071225071226","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.09","50.62507122507123","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.1","50.325071225071234","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.11","49.71737891737892","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.11","51.61225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.12","49.366096866096875","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.14","48.57635327635329","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.15","48.378917378917386","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.15","48.21481481481482","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.16","48.19943019943021","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.17","48.01225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.18","47.95327635327636","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.19","48.07122507122508","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.2","47.57891737891739","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.21","47.51994301994303","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.22","51.61225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.23","46.95327635327636","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.24","47.11994301994303","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.25","47.0917378917379","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.26","46.819943019943025","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.27","46.48404558404559","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.28","51.61225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.29","51.61225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.3","46.871225071225076","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.31","46.853276353276364","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.32","46.5866096866097","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.33","51.61225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.34","46.278917378917384","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.35","46.05584045584047","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.36","45.97122507122508","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.37","46.15327635327636","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.37","45.945584045584056","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.38","45.49943019943021","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.39","45.376353276353285","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.4","45.46096866096867","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.41","45.32250712250713","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.42","45.0891737891738","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.43","45.11225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.43","51.61225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.45","51.61225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.46","44.3917378917379","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.47","44.03532763532765","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.47","44.330199430199436","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.48","93.62250712250713","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.49","44.22250712250713","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.5","51.61225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.51","44.06096866096867","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.52","44.01481481481483","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.53","43.73019943019944","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.54","43.64558404558405","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.55","43.5891737891738","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.56","43.325071225071234","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.57","43.1917378917379","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.58","43.02763532763534","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.59","42.73276353276354","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.6","42.799430199430205","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.61","51.61225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.62","42.53789173789175","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.63","42.59943019943021","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.64","42.14301994301995","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.65","41.63276353276354","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.66","41.56096866096867","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.67","51.61225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.68","41.776353276353284","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.69","41.76609686609687","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.7","41.64814814814816","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.71","41.63019943019944","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.72","41.45327635327636","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.73","41.15071225071226","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.74","41.1917378917379","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.75","41.10968660968662","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.76","41.10968660968662","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.77","40.371225071225076","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.78","39.819943019943025","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.79","39.59943019943021","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.8","39.62250712250713","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.81","39.40968660968662","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.82","39.12250712250713","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.83","39.07635327635329","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.84","37.827635327635335","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.85","36.53019943019944","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.86","36.47891737891739","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.87","38.21737891737892","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.88","38.52250712250713","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.89","38.53276353276354","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.9","38.64301994301995","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.91","38.64814814814816","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.92","41.10968660968662","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.93","38.45327635327636","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.94","38.53276353276354","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.95","38.327635327635335","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.96","38.11737891737893","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.97","38.268660968660974","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.97","38.48404558404559","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.98","38.23276353276354","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","1.99","38.81225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2","38.81225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.01","39.14045584045585","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.02","39.466096866096876","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.03","39.884045584045595","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.04","40.45327635327636","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.05","40.45327635327636","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.06","41.10968660968662","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.07","39.97635327635329","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.08","40.004558404558416","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.09","39.840455840455846","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.1","39.61737891737893","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.1","39.858404558404565","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.11","39.68148148148149","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.12","39.889173789173796","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.13","40.21994301994303","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.14","40.45327635327636","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.15","40.63789173789175","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.15","40.62763532763534","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.16","41.00199430199431","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.17","41.325071225071234","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.18","41.71737891737892","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.19","41.850712250712256","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.2","51.61225071225072","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.21","41.889173789173796","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.23","41.7917378917379","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.23","42.03789173789175","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.24","42.28404558404559","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.25","42.44814814814816","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.26","42.47378917378918","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.27","42.75071225071226","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.28","42.907122507122516","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.29","43.14045584045585","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.3","43.50199430199431","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.31","43.55840455840457","0","4"
"Frankenswitch Holy Panda lubed with Krytox 205g0","compressing","2.32","43.24301994301995","0","4"
