"switch","direction","distance","weight","switch_activation","test_num"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.57","65.01737891737892","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.05840455840456","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.90712250712251","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.02507122507123","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.96609686609688","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","67.36609686609687","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.91481481481482","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","67.36609686609687","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.91737891737893","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.94558404558406","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.85071225071226","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.96866096866097","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.94558404558406","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.93019943019944","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.82250712250713","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.04558404558405","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.96866096866097","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.93019943019944","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.16353276353277","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.10968660968662","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","67.36609686609687","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.01737891737892","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","66.05327635327636","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","67.36609686609687","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.02507122507123","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","72.61737891737893","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.9814814814815","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.03789173789174","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.96609686609688","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.86866096866098","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.80712250712251","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.81481481481482","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.06353276353278","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.994301994302","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.97891737891739","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.90455840455841","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.14814814814815","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.07122507122509","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.82250712250713","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.81994301994303","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.9019943019943","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.994301994302","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.97635327635328","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.92250712250713","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.23276353276354","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.03019943019945","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.01994301994303","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.94558404558406","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.0891737891738","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","72.61737891737893","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","93.62250712250713","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.94814814814815","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.97378917378919","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.23276353276354","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.21737891737892","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.1968660968661","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.14301994301995","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.06096866096867","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.04558404558405","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.11737891737893","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.08148148148149","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","72.61737891737893","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","65.04814814814816","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","93.62250712250713","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.55","64.7019943019943","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.56","64.82763532763533","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.55","64.54045584045585","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.54","64.55584045584047","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.53","64.62250712250713","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.52","64.35327635327636","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.51","64.32250712250713","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.51","93.62250712250713","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.5","72.61737891737893","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.49","64.20455840455841","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.49","64.19430199430201","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.48","64.07378917378918","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.47","63.904558404558415","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.46","63.848148148148155","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.45","63.843019943019954","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.44","63.75584045584046","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.44","64.0840455840456","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.43","63.6917378917379","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.42","63.58148148148149","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.41","63.44301994301995","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.4","63.345584045584054","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.39","63.50968660968662","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.38","63.20968660968662","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.37","62.97378917378918","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.36","72.61737891737893","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.35","62.935327635327646","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.34","62.853276353276364","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.33","62.77122507122508","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.32","62.77122507122508","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.31","62.95071225071226","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.3","62.47122507122508","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.29","62.47891737891739","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.28","62.60968660968662","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.27","62.56609686609688","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.26","62.437891737891746","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.25","62.04558404558406","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.24","62.237891737891744","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.23","62.40199430199431","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.22","62.11481481481482","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.22","62.11481481481482","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.21","61.78404558404559","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.19","62.13019943019944","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.18","61.44814814814816","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.17","61.248148148148154","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.16","61.258404558404564","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.15","61.20968660968662","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.14","61.43276353276354","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.13","61.08148148148149","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.12","61.38148148148149","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.11","60.94814814814816","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.1","60.894301994302005","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.09","60.966096866096876","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.08","60.71994301994303","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.07","60.67635327635328","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.06","61.18148148148149","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.05","60.75071225071226","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.04","60.325071225071234","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.03","60.28404558404559","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.01","60.0917378917379","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3.01","60.15327635327636","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","3","60.10455840455841","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.98","59.899430199430206","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.98","60.14558404558405","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.96","60.80199430199431","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.95","59.76609686609687","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.94","59.66353276353277","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.93","59.65327635327636","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.93","59.435327635327646","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.92","62.11481481481482","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.91","59.06353276353277","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.9","58.67378917378918","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.89","58.66866096866098","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.88","58.445584045584056","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.87","72.61737891737893","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.86","58.45071225071226","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.84","58.378917378917386","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.84","58.317378917378925","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.82","58.373789173789184","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.81","58.07122507122508","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.8","57.9917378917379","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.79","58.01225071225072","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.79","57.77378917378918","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.77","57.70455840455841","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.77","57.76609686609687","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.76","57.73276353276354","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.74","57.45840455840457","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.73","57.54045584045585","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.72","57.51994301994303","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.72","57.289173789173795","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.71","56.843019943019954","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.7","56.5917378917379","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.68","56.27122507122508","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.68","55.99943019943021","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.66","55.94045584045585","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.65","55.827635327635335","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.65","55.80455840455841","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.64","56.863532763532774","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.63","54.71481481481482","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.61","54.57378917378918","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.61","54.386609686609695","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.6","54.237891737891744","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.59","53.58148148148149","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.57","52.11481481481482","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.56","50.17378917378918","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.56","48.796866096866104","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.55","48.9866096866097","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.54","51.61225071225072","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.53","45.49943019943021","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.52","44.21737891737892","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.51","42.819943019943025","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.5","41.68404558404559","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.49","93.62250712250713","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.48","39.399430199430206","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.47","38.43276353276354","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.47","37.337891737891745","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.45","36.28148148148149","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.45","35.12507122507123","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.44","34.16353276353277","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.43","33.57635327635329","1","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.42","32.63019943019944","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.42","32.11994301994303","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.41","31.935327635327642","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.4","31.899430199430206","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.39","31.80199430199431","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.38","31.773789173789183","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.38","31.5891737891738","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.37","31.1917378917379","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.36","30.963532763532772","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.35","30.90455840455841","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.34","31.05840455840457","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.33","30.919943019943027","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.32","33.23276353276354","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.31","30.507122507122517","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.3","30.012250712250722","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.3","29.845584045584054","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.29","29.396866096866106","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.28","28.927635327635336","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.27","28.855840455840465","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.26","28.548148148148158","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.25","28.496866096866103","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.24","28.399430199430206","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.23","51.61225071225072","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.22","28.230199430199438","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.21","28.296866096866104","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.2","30.607122507122515","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.19","30.607122507122515","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.18","28.158404558404566","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.17","27.81225071225072","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.16","27.59943019943021","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.15","27.417378917378926","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.14","27.514814814814823","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.14","27.243019943019952","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.13","26.989173789173798","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.12","26.607122507122515","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.11","26.919943019943027","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.1","26.34301994301995","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.09","26.84045584045585","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.08","26.930199430199437","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.07","26.537891737891748","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.06","26.317378917378925","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.06","26.33019943019944","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.04","25.940455840455847","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.03","25.573789173789184","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.03","25.3917378917379","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.01","25.32250712250713","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2.01","25.304558404558414","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","2","25.21225071225072","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.99","25.27122507122508","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.98","30.607122507122515","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.97","25.627635327635335","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.96","93.62250712250713","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.95","26.594301994302004","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.94","26.20199430199431","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.93","25.137891737891746","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.93","25.60968660968662","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.92","25.848148148148155","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.91","25.68404558404559","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.9","25.55071225071226","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.89","25.545584045584054","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.88","25.263532763532773","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.87","25.68404558404559","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.87","25.514814814814823","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.86","25.42250712250713","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.85","25.38148148148149","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.84","25.335327635327644","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.83","25.34045584045585","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.82","25.553276353276363","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.81","26.20199430199431","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.8","25.94301994301995","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.79","25.93276353276354","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.78","25.984045584045592","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.77","51.61225071225072","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.76","93.62250712250713","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.75","27.148148148148156","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.74","27.145584045584055","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.73","27.053276353276363","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.72","26.989173789173798","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.71","26.845584045584054","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.7","27.009686609686618","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.69","27.025071225071233","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.68","26.79943019943021","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.67","27.735327635327643","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.66","28.507122507122517","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.65","30.607122507122515","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.63","29.33276353276354","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.62","29.732763532763542","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.61","29.88404558404559","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.6","29.67122507122508","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.59","30.250712250712258","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.58","31.4917378917379","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.57","30.35071225071226","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.55","30.278917378917388","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.54","31.09943019943021","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.53","33.23276353276354","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.52","31.504558404558413","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.51","32.00199430199431","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.5","32.10199430199431","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.49","32.19943019943021","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.48","32.66609686609687","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.47","32.63789173789175","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.46","33.17635327635328","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.45","33.4917378917379","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.43","33.56096866096867","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.42","33.76353276353277","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.41","33.737891737891744","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.4","33.93019943019944","0","2"
"Frankenswitch Holy Panda lubed with Krytox 205g0","releasing","1.39","34.17635327635328","0","2"
